,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3,stimulant,depressant,Continent
91,Asia,Central Asia and Transcaucasia,Kazakhstan,1.03,,,2015.0,15-64,UNODC Estimate,I,Opiates,0.97,1.08,KAZ,,1.03,Asia
92,Asia,Central Asia and Transcaucasia,Kazakhstan,0.89,,,2006.0,15-64,UNODC (GAP survey),I,Opiates,,,KAZ,,0.89,Asia
93,Asia,Central Asia and Transcaucasia,Kyrgyzstan,0.89,,,2015.0,15-64,UNODC Estimate,I,Opiates,0.82,0.96,KGZ,,0.89,Asia
94,Asia,Central Asia and Transcaucasia,Kyrgyzstan,0.74,,,2006.0,15-64,UNODC (GAP survey),I,Opiates,,,KGZ,,0.74,Asia
95,Asia,Central Asia and Transcaucasia,Tajikistan,0.52,,,2015.0,15-64,UNODC Estimate,I,Opiates,0.51,0.52,TJK,,0.52,Asia
96,Asia,Central Asia and Transcaucasia,Tajikistan,0.54,,,2006.0,15-64,UNODC (GAP survey),I,Opiates,,,TJK,,0.54,Asia
97,Asia,Central Asia and Transcaucasia,Turkmenistan,0.32,,,2007.0,15-64,ARQ,,Opiates,,,TKM,,0.32,Asia
98,Asia,Central Asia and Transcaucasia,Uzbekistan,0.93,,,2015.0,15-64,UNODC Estimate,I,Opiates,0.78,1.08,UZB,,0.93,Asia
99,Asia,Central Asia and Transcaucasia,Uzbekistan,0.78,,,2006.0,15-64,UNODC (GAP survey),I,Opiates,,,UZB,,0.78,Asia
100,Asia,East and South-East Asia,Cambodia,0.04,,,2007.0,15-64,Government source,I,Opiates,,,KHM,,0.04,Asia
101,Asia,East and South-East Asia,Cambodia,0.03,,,2004.0,15-64,INCSR/ Reference Group to the UN on HIV and IDU ,I ,Opiates,,,KHM,,0.03,Asia
102,Asia,East and South-East Asia,China,0.19,,,2012.0,15-64,UNAIDS,I,Opiates,0.13,0.25,CHN,,0.19,Asia
103,Asia,East and South-East Asia,China,0.25,,,2005.0,15-64,Academic research/ Reference Group to the UN on HI,I,Opiates,0.19,0.31,CHN,,0.25,Asia
104,Asia,East and South-East Asia,"China, Taiwan Province of China",0.2,,,2005.0,12-64,Government source,,Opiates,,,TWN,,0.2,Asia
105,Asia,East and South-East Asia,Indonesia,0.07,,,2019.0,15-64,ARQ/UNODC Estimate,HHS,Opiates,0.07,0.07,IDN,,0.07,Asia
106,Asia,East and South-East Asia,Indonesia,0.01,,,2014.0,15-64,ARQ,I,Opiates,,,IDN,,0.01,Asia
107,Asia,East and South-East Asia,Indonesia,0.11,,,2010.0,15-64,ARQ,I,Opiates,,,IDN,,0.11,Asia
108,Asia,East and South-East Asia,Indonesia,0.16,,,2005.0,15-64,ARQ ,,Opiates,,,IDN,,0.16,Asia
109,Asia,East and South-East Asia,Japan,0.04,,,2019.0,15-64,ARQ ,HHS,Opiates,,,JPN,,0.04,Asia
110,Asia,East and South-East Asia,Lao People's Democratic Republic,0.37,,,2008.0,15-64,UNODC (ICMP),HHS,Opiates,,,LAO,,0.37,Asia
111,Asia,East and South-East Asia,Malaysia,0.94,,,2009.0,15-64,SMART,I,Opiates,,,MYS,,0.94,Asia
112,Asia,East and South-East Asia,Myanmar,0.8,,,2010.0,15-64,UNODC (ICMP),HHS,Opiates,0.7,0.9,MMR,,0.8,Asia
113,Asia,East and South-East Asia,Philippines,0.04,,,2011.0,15-64,Government report,I,Opiates,0.03,0.04,PHL,,0.04,Asia
114,Asia,East and South-East Asia,Philippines,0.01,,,2008.0,10-64,ARQ,HHS,Opiates,,,PHL,,0.01,Asia
115,Asia,East and South-East Asia,Republic of Korea,0.0,,,2004.0,15-64,ARQ,HHS,Opiates,,,PRK,,0.0,Asia
116,Asia,East and South-East Asia,Singapore,0.32,,,2010.0,15-64,UNODC Estimate,I,Opiates,0.27,0.37,SGP,,0.32,Asia
117,Asia,East and South-East Asia,Singapore,0.01,,,2006.0,15-64,ARQ ,R ,Opiates,,,SGP,,0.01,Asia
118,Asia,East and South-East Asia,Thailand,0.2,,,2007.0,15-64,ARQ,HHS,Opiates,,,THA,,0.2,Asia
119,Asia,East and South-East Asia,Viet Nam,0.53,,,2011.0,15-64,Government source,I,Opiates,,,VNM,,0.53,Asia
120,Asia,East and South-East Asia,Viet Nam,0.27,,,2005.0,15-64,INCSR/ Reference Group to the UN on HIV and IDU,,Opiates,0.25,0.28,VNM,,0.27,Asia
121,Asia,Near and Middle East/South-West Asia,Afghanistan,2.65,3.9,1.3,2009.0,15-64,UNODC/ Government source,HHS,Opiates,2.34,2.96,AFG,,2.65,Asia
122,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),3.31,,,2015.0,15-64,Government source/UNODC Estimate,HHS,Opiates,,,IRN,,3.31,Asia
123,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),2.69,,,2013.0,18+,Academic/UNODC Estimate,NSUM,Opiates,2.02,3.37,IRN,,2.69,Asia
124,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),1.76,,,2011.0,15-64,Government source,,Opiates,1.38,2.14,IRN,,1.76,Asia
125,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),2.26,,,2010.0,15-64,ARQ,,Opiates,,,IRN,,2.26,Asia
126,Asia,Near and Middle East/South-West Asia,Israel,0.4,,,2016.0,18-65,UNODC Estimate,HHS,Opiates,0.3,0.5,ISR,,0.4,Asia
127,Asia,Near and Middle East/South-West Asia,Israel,0.53,0.92,0.13,2009.0,18-40,ARQ,HHS,Opiates,0.46,0.59,ISR,,0.53,Asia
128,Asia,Near and Middle East/South-West Asia,Kuwait,0.17,,,2004.0,15-64,UNODC Estimate,,Opiates,,,KWT,,0.17,Asia
129,Asia,Near and Middle East/South-West Asia,Lebanon,0.2,,,2003.0,15-64,ARQ,,Opiates,,,LBN,,0.2,Asia
130,Asia,Near and Middle East/South-West Asia,Pakistan,1.0,1.8,0.04,2012.0,15-64,Government/UNODC,,Opiates,0.7,1.5,PAK,,1.0,Asia
131,Asia,Near and Middle East/South-West Asia,Pakistan,0.57,,,2006.0,15-64,UNODC (GAP survey) ,,Opiates,,,PAK,,0.57,Asia
132,Asia,Near and Middle East/South-West Asia,Saudi Arabia,0.06,,,2006.0,15-64,UNODC Estimate,,Opiates,,,SAU,,0.06,Asia
133,Asia,Near and Middle East/South-West Asia,Syrian Arab Republic,0.02,,,2005.0,,UNODC Estimate,,Opiates,,,SYR,,0.02,Asia
134,Asia,Near and Middle East/South-West Asia,United Arab Emirates,0.02,,,2004.0,15-64,UNODC Estimate,,Opiates,,,ARE,,0.02,Asia
135,Asia,South Asia,Bangladesh,0.37,,,2003.0,15-64,ARQ,HHS,Opiates,,,BGD,,0.37,Asia
136,Asia,South Asia,India,1.42,,,2018.0,10-75,Government source,HHS/I,Opiates,,,IND,,1.42,Asia
137,Asia,South Asia,Maldives,1.34,,,2012.0,15-64,Government source,HHS,Opiates,,,MDV,,1.34,Asia
138,Asia,South Asia,Nepal,0.39,,,2019.0,15-50,Government source/UNODC Estimate,HHS,Opiates,,,NPL,,0.39,Asia
139,Asia,South Asia,Nepal,0.24,,,2006.0,15-64,Government source,"I, b",Opiates,0.18,0.29,NPL,,0.24,Asia
140,Asia,South Asia,Sri Lanka,0.61,1.24,0.02,2019.0,15-64,ARQ,HHS,Opiates,,,LKA,,0.61,Asia
141,Asia,South Asia,Sri Lanka,0.6,1.2,0.02,2018.0,14+,Government source,,Opiates,,,LKA,,0.6,Asia
142,Asia,South Asia,Sri Lanka,0.3,,,2016.0,15-64,Government source,I,Opiates,0.28,0.32,LKA,,0.3,Asia
143,Asia,South Asia,Sri Lanka,0.33,,,2010.0,15-64,ARQ,I,Opiates,0.33,0.33,LKA,,0.33,Asia
144,Asia,South Asia,Sri Lanka,0.11,,,2006.0,15-64,ARQ ,,Opiates,,,LKA,,0.11,Asia
145,Europe,Eastern Europe,Belarus,0.76,,,2016.0,15-64,ARQ,I,Opiates,,,BLR,,0.76,Europe
146,Europe,Eastern Europe,Belarus,0.59,,,2011.0,15-64,UNODC Estimate,I,Opiates,,,BLR,,0.59,Europe
147,Europe,Eastern Europe,Belarus,0.39,,,2007.0,15-64,UNODC Estimate ,R ,Opiates,0.07,0.67,BLR,,0.39,Europe
148,Europe,Eastern Europe,Republic of Moldova,0.12,,,2011.0,15-64,ARQ,I,Opiates,,,MDA,,0.12,Europe
149,Europe,Eastern Europe,Republic of Moldova,0.15,,,2008.0,15-64,Government source,"R, HHS",Opiates,0.15,0.17,MDA,,0.15,Europe
150,Europe,Eastern Europe,Russian Federation,1.4,,,2010.0,15-64,Government source,I,Opiates,1.4,1.4,RUS,,1.4,Europe
151,Europe,Eastern Europe,Russian Federation,1.64,,,2007.0,15-64,UNODC Estimate ,I ,Opiates,,,RUS,,1.64,Europe
152,Europe,Eastern Europe,Ukraine,1.05,,,2012.0,15-64,Government source,I,Opiates,0.88,1.23,UKR,,1.05,Europe
153,Europe,Eastern Europe,Ukraine,0.91,,,2009.0,15-64,ARQ,I,Opiates,,,UKR,,0.91,Europe
154,Europe,Eastern Europe,Ukraine,1.16,,,2006.0,15-64,Reference Group to the UN on HIV and IDU ,I ,Opiates,,,UKR,,1.16,Europe
155,Europe,South-Eastern Europe,Albania,0.45,,,2007.0,15-64,ARQ,R,Opiates,,,ALB,,0.45,Europe
156,Europe,South-Eastern Europe,Bosnia and Herzegovina,0.3,,,2009.0,15-64,ARQ,I,Opiates,,,BIH,,0.3,Africa
157,Europe,South-Eastern Europe,Bosnia and Herzegovina,0.3,,,2005.0,15-64,Reference Group to the UN on HIV and IDU ,I ,Opiates,,,BIH,,0.3,Africa
158,Europe,South-Eastern Europe,Bulgaria,0.37,,,2017.0,15-64,ARQ,I,Opiates,,,BGR,,0.37,Europe
159,Europe,South-Eastern Europe,Bulgaria,0.5,,,2011.0,15-64,ARQ,I,Opiates,,,BGR,,0.5,Europe
160,Europe,South-Eastern Europe,Bulgaria,0.29,,,2008.0,15-64,ARQ ,I ,Opiates,,,BGR,,0.29,Europe
161,Europe,South-Eastern Europe,Croatia,0.35,,,2012.0,15-64,ARQ,I,Opiates,,,HRV,,0.35,Europe
162,Europe,South-Eastern Europe,Croatia,0.36,,,2010.0,15-64,EMCDDA,I,Opiates,0.32,0.4,HRV,,0.36,Europe
163,Europe,South-Eastern Europe,Croatia,0.36,,,2006.0,15-64,ARQ ,I ,Opiates,,,HRV,,0.36,Europe
164,Europe,South-Eastern Europe,North Macedonia,0.4,,,2005.0,15-64,ARQ,,Opiates,0.4,0.5,MKD,,0.4,Europe
165,Europe,South-Eastern Europe,Romania,0.3,0.2,0.5,2019.0,15-64,ARQ,HHS,Opiates,,,ROU,,0.3,Europe
166,Europe,South-Eastern Europe,Romania,0.17,,,2016.0,15-64,ARQ,I,Opiates,,,ROU,,0.17,Europe
167,Europe,South-Eastern Europe,Romania,0.11,,,2011.0,15-64,ARQ,I,Opiates,,,ROU,,0.11,Europe
168,Europe,South-Eastern Europe,Serbia,0.1,0.1,0.1,2018.0,15-64,ARQ,HHS,Opiates,,,SRB,,0.1,Europe
169,Europe,South-Eastern Europe,Serbia,0.1,0.1,0.0,2014.0,18-64,Government sources,HHS,Opiates,,,SRB,,0.1,Europe
170,Europe,South-Eastern Europe,Serbia,0.28,,,2008.0,15-64,ARQ,I,Opiates,0.18,0.38,SRB,,0.28,Europe
171,Europe,South-Eastern Europe,Türkiye,0.03,0.05,,2018.0,15-64,ARQ,HHS,Opiates,,,TUR,,0.03,Asia
172,Europe,South-Eastern Europe,Türkiye,0.03,,,2011.0,15-64,EMCDDA,I,Opiates,0.02,0.05,TUR,,0.03,Asia
173,Europe,South-Eastern Europe,Türkiye,0.03,,,2010.0,15-64,EMCDDA,I,Opiates,0.03,0.03,TUR,,0.03,Asia
174,Europe,South-Eastern Europe,Türkiye,0.05,,,2008.0,15-64,EMCDDA ,I ,Opiates,,,TUR,,0.05,Asia
175,Europe,Western and Central Europe,Austria,0.54,,,2019.0,15-64,EMCDDA,I,Opiates,0.52,0.55,AUT,,0.54,Europe
176,Europe,Western and Central Europe,Austria,0.63,,,2017.0,15-64,EMCDDA,,Opiates,0.61,0.65,AUT,,0.63,Europe
177,Europe,Western and Central Europe,Cyprus,0.18,,,2016.0,15-64,ARQ,I,Opiates,0.15,0.22,CYP,,0.18,Europe
178,Europe,Western and Central Europe,Cyprus,0.25,,,2015.0,15-64,EMCDDA,I,Opiates,0.19,0.32,CYP,,0.25,Europe
179,Europe,Western and Central Europe,Cyprus,0.18,,,2014.0,15-64,EMCDDA,I,Opiates,0.15,0.24,CYP,,0.18,Europe
180,Europe,Western and Central Europe,Cyprus,0.15,,,2013.0,15-64,EMCDDA,I,Opiates,0.12,0.21,CYP,,0.15,Europe
181,Europe,Western and Central Europe,Cyprus,0.12,,,2012.0,15-64,EMCDDA,I,Opiates,0.1,0.15,CYP,,0.12,Europe
182,Europe,Western and Central Europe,Czechia,0.1,0.2,0.0,2019.0,15-64,ARQ,HHS,Opiates,,,CZE,,0.1,Europe
183,Europe,Western and Central Europe,Czechia,0.2,0.1,0.2,2018.0,15-64,ARQ,HHS,Opiates,,,CZE,,0.2,Europe
184,Europe,Western and Central Europe,Czechia,0.2,0.4,0.1,2016.0,15-64,ARQ,HHS,Opiates,,,CZE,,0.2,Europe
185,Europe,Western and Central Europe,Denmark,0.1,0.1,0.0,2017.0,16-24,ARQ,HHS,Opiates,,,DNK,,0.1,Europe
186,Europe,Western and Central Europe,Denmark,0.52,,,2009.0,15-64,Government source,I,Opiates,0.49,0.55,DNK,,0.52,Europe
187,Europe,Western and Central Europe,Denmark,0.6,,,2005.0,15-64,ARQ,I,Opiates,,,DNK,,0.6,Europe
188,Europe,Western and Central Europe,Estonia,0.04,0.11,0.0,2018.0,16-64,ARQ,HHS,Opiates,,,EST,,0.04,Europe
189,Europe,Western and Central Europe,Finland,0.1,0.1,,2018.0,15-64,ARQ,HHS,Opiates,,,FIN,,0.1,Europe
190,Europe,Western and Central Europe,Finland,0.1,0.1,0.1,2014.0,15-64,ARQ,HHS,Opiates,,,FIN,,0.1,Europe
191,Europe,Western and Central Europe,France,0.32,,,2019.0,15-64,EMCDDA,I,Opiates,0.31,0.32,FRA,,0.32,Europe
192,Europe,Western and Central Europe,France,0.2,0.3,0.1,2017.0,15-64,ARQ,HHS,Opiates,,,FRA,,0.2,Europe
193,Europe,Western and Central Europe,France,0.52,,,2011.0,15-64,ARQ,I,Opiates,,,FRA,,0.52,Europe
194,Europe,Western and Central Europe,France,0.36,,,2010.0,15-64,UNODC Estimate,I,Opiates,,,FRA,,0.36,Europe
195,Europe,Western and Central Europe,Germany,0.22,,,2014.0,15-64,ARQ,I,Opiates,,,DEU,,0.22,Europe
196,Europe,Western and Central Europe,Germany,0.21,,,2013.0,15-64,Government source,I,Opiates,,,DEU,,0.21,Europe
197,Europe,Western and Central Europe,Germany,0.23,,,2012.0,18-64,ARQ,I,Opiates,,,DEU,,0.23,Europe
198,Europe,Western and Central Europe,Greece,0.22,,,2019.0,15-64,EMCDDA,I,Opiates,0.18,0.27,GRC,,0.22,Europe
199,Europe,Western and Central Europe,Greece,0.2,,,2018.0,15-64,EMCDDA,I,Opiates,0.16,0.24,GRC,,0.2,Europe
200,Europe,Western and Central Europe,Greece,0.21,,,2017.0,15-64,EMCDDA,I,Opiates,0.18,0.25,GRC,,0.21,Europe
201,Europe,Western and Central Europe,Greece,0.25,,,2016.0,15-64,ARQ,I,Opiates,0.21,0.29,GRC,,0.25,Europe
202,Europe,Western and Central Europe,Greece,0.23,,,2015.0,15-64,ARQ,I,Opiates,,,GRC,,0.23,Europe
203,Europe,Western and Central Europe,Greece,0.24,,,2014.0,15-64,EMCDDA,I,Opiates,0.21,0.28,GRC,,0.24,Europe
204,Europe,Western and Central Europe,Greece,0.22,,,2013.0,15-64,EMCDDA,I,Opiates,0.2,0.26,GRC,,0.22,Europe
205,Europe,Western and Central Europe,Greece,0.23,,,2012.0,15-64,EMCDDA,I,Opiates,0.26,0.32,GRC,,0.23,Europe
206,Europe,Western and Central Europe,Hungary,0.2,0.3,0.1,2019.0,18-64,ARQ,HHS,Opiates,,,HUN,,0.2,Europe
207,Europe,Western and Central Europe,Hungary,0.13,0.17,0.0,2015.0,18-64,ARQ,HHS,Opiates,,,HUN,,0.13,Europe
208,Europe,Western and Central Europe,Hungary,0.05,,,2011.0,15-64,EMCDDA,I,Opiates,0.04,0.05,HUN,,0.05,Europe
209,Europe,Western and Central Europe,Hungary,0.05,,,2009.0,15-64,ARQ,I,Opiates,,,HUN,,0.05,Europe
210,Europe,Western and Central Europe,Ireland,0.62,,,2014.0,15-64,ARQ,I,Opiates,0.61,0.7,IRL,,0.62,Europe
211,Europe,Western and Central Europe,Ireland,0.72,,,2006.0,15-64,EMCDDA,I,Opiates,0.62,0.81,IRL,,0.72,Europe
212,Europe,Western and Central Europe,Ireland,0.5,,,2001.0,15-64,ARQ,I,Opiates,,,IRL,,0.5,Europe
213,Europe,Western and Central Europe,Italy,0.76,,,2019.0,15-64,EMCDDA,I,Opiates,0.72,0.79,ITA,,0.76,Europe
214,Europe,Western and Central Europe,Italy,0.68,,,2018.0,15-64,EMCDDA,I,Opiates,0.65,0.72,ITA,,0.68,Europe
215,Europe,Western and Central Europe,Italy,0.57,,,2017.0,15-64,UNODC Estimate/ARQ,I,Opiates,,,ITA,,0.57,Europe
216,Europe,Western and Central Europe,Italy,0.52,,,2015.0,15-64,EMCDDA,I,Opiates,0.46,0.59,ITA,,0.52,Europe
217,Europe,Western and Central Europe,Italy,0.52,,,2014.0,15-64,EMCDDA,I,Opiates,0.46,0.58,ITA,,0.52,Europe
218,Europe,Western and Central Europe,Italy,0.8,1.1,0.6,2013.0,15-64,Government source,HHS,Opiates,,,ITA,,0.8,Europe
219,Europe,Western and Central Europe,Latvia,0.57,,,2017.0,15-64,ARQ/EMCDDA,I,Opiates,0.46,0.7,LVA,,0.57,Europe
220,Europe,Western and Central Europe,Latvia,0.49,,,2016.0,15-64,Government source,I,Opiates,0.41,0.59,LVA,,0.49,Europe
221,Europe,Western and Central Europe,Latvia,0.47,,,2014.0,15-64,EMCDDA,I,Opiates,0.34,0.75,LVA,,0.47,Europe
222,Europe,Western and Central Europe,Latvia,0.62,,,2013.0,15-64,EMCDDA,I,Opiates,0.42,1.0,LVA,,0.62,Europe
223,Europe,Western and Central Europe,Latvia,0.49,,,2012.0,15-64,EMCDDA,I,Opiates,0.5,0.36,LVA,,0.49,Europe
224,Europe,Western and Central Europe,Liechtenstein,0.2,,,2005.0,15-64,ARQ,SS,Opiates,,,LIE,,0.2,Europe
225,Europe,Western and Central Europe,Lithuania,0.24,,,2007.0,15-64,EMCDDA,I,Opiates,0.23,0.24,LTU,,0.24,Europe
226,Europe,Western and Central Europe,Lithuania,0.1,,,2006.0,15-64,Government source,I,Opiates,,,LTU,,0.1,Europe
227,Europe,Western and Central Europe,Luxembourg,0.45,,,2015.0,15-64,EMCDDA,I,Opiates,,,LUX,,0.45,Europe
228,Europe,Western and Central Europe,Luxembourg,0.59,,,2007.0,15-64,ARQ/EMCDDA,I,Opiates,,,LUX,,0.59,Europe
229,Europe,Western and Central Europe,Luxembourg,0.93,,,2000.0,15-64,EMCDDA,I,Opiates,,,LUX,,0.93,Europe
230,Europe,Western and Central Europe,Malta,0.61,,,2016.0,15-64,ARQ,I,Opiates,,,MLT,,0.61,Europe
231,Europe,Western and Central Europe,Malta,0.59,,,2015.0,15-64,ARQ,I,Opiates,,,MLT,,0.59,Europe
232,Europe,Western and Central Europe,Malta,0.57,,,2014.0,15-64,EMCDDA,I,Opiates,0.53,0.62,MLT,,0.57,Europe
233,Europe,Western and Central Europe,Malta,0.62,,,2012.0,15-64,EMCDDA,I,Opiates,0.58,0.66,MLT,,0.62,Europe
234,Europe,Western and Central Europe,Netherlands,0.13,,,2012.0,15-64,EMCDDA,I,Opiates,0.11,0.15,NLD,,0.13,Europe
235,Europe,Western and Central Europe,Netherlands,0.16,,,2008.0,15-64,EMCDDA,I,Opiates,,,NLD,,0.16,Europe
236,Europe,Western and Central Europe,Norway,0.27,,,2013.0,15-64,ARQ,I,Opiates,,,NOR,,0.27,Europe
237,Europe,Western and Central Europe,Norway,0.3,,,2008.0,15-64,EMCDDA,I,Opiates,0.21,0.39,NOR,,0.3,Europe
238,Europe,Western and Central Europe,Poland,1.7,1.8,1.5,2016.0,15-64,ARQ,HHS,Opiates,,,POL,,1.7,Europe
239,Europe,Western and Central Europe,Poland,0.06,,,2014.0,15-64,ARQ,I,Opiates,,,POL,,0.06,Europe
240,Europe,Western and Central Europe,Poland,0.1,,,2013.0,15-64,ARQ,I,Opiates,,,POL,,0.1,Europe
241,Europe,Western and Central Europe,Poland,0.1,0.1,0.1,2012.0,15-64,ARQ,HHS,Opiates,,,POL,,0.1,Europe
242,Europe,Western and Central Europe,Poland,0.3,,,2010.0,15-64,ARQ,HHS,Opiates,,,POL,,0.3,Europe
243,Europe,Western and Central Europe,Portugal,0.45,,,2018.0,15-64,EMCDDA,I,Opiates,0.3,0.7,PRT,,0.45,Europe
244,Europe,Western and Central Europe,Portugal,0.52,,,2015.0,15-64,Government source,I,Opiates,0.38,0.76,PRT,,0.52,Europe
245,Europe,Western and Central Europe,Portugal,0.49,,,2012.0,15-64,EMCDDA,I,Opiates,0.42,0.55,PRT,,0.49,Europe
246,Europe,Western and Central Europe,Portugal,0.38,,,2007.0,15-64,ARQ,I,Opiates,,,PRT,,0.38,Europe
247,Europe,Western and Central Europe,Slovakia,0.1,0.1,0.0,2019.0,15-64,ARQ,HHS,Opiates,,,SVK,,0.1,Europe
248,Europe,Western and Central Europe,Slovakia,0.13,,,2008.0,15-64,EMCDDA,I,Opiates,0.1,0.25,SVK,,0.13,Europe
249,Europe,Western and Central Europe,Slovakia,0.3,,,2006.0,15-64,ARQ,HHS,Opiates,,,SVK,,0.3,Europe
250,Europe,Western and Central Europe,Slovenia,0.36,,,2017.0,15-64,EMCDDA,,Opiates,0.32,0.42,SVN,,0.36,Europe
251,Europe,Western and Central Europe,Slovenia,0.49,,,2012.0,15-64,EMCDDA,I,Opiates,0.43,0.58,SVN,,0.49,Europe
252,Europe,Western and Central Europe,Slovenia,0.44,,,2011.0,15-64,EMCDDA,I,Opiates,0.4,0.48,SVN,,0.44,Europe
253,Europe,Western and Central Europe,Spain,0.21,,,2018.0,15-64,Government source,I,Opiates,0.14,0.28,ESP,,0.21,Europe
254,Europe,Western and Central Europe,Spain,0.23,,,2017.0,15-64,ARQ/Government source,I,Opiates,0.15,0.29,ESP,,0.23,Europe
255,Europe,Western and Central Europe,Spain,0.22,,,2016.0,15-64,ARQ,I,Opiates,0.15,0.29,ESP,,0.22,Europe
256,Europe,Western and Central Europe,Spain,0.23,,,2015.0,15-64,ARQ,I,Opiates,0.16,0.3,ESP,,0.23,Europe
257,Europe,Western and Central Europe,Spain,0.21,,,2014.0,15-64,ARQ,I,Opiates,0.16,0.26,ESP,,0.21,Europe
258,Europe,Western and Central Europe,Spain,0.21,,,2013.0,15-64,ARQ/Government source,I,Opiates,0.16,0.25,ESP,,0.21,Europe
259,Europe,Western and Central Europe,Spain,0.21,,,2012.0,15-64,Government source,I,Opiates,0.17,0.26,ESP,,0.21,Europe
260,Europe,Western and Central Europe,Switzerland,0.43,,,2015.0,15-64,Government source,I,Opiates,0.39,0.47,CHE,,0.43,Europe
261,Europe,Western and Central Europe,United Kingdom (England and Wales),0.74,,,2016.0,15-64,Government source,I,Opiates,0.73,0.77,GBR,,0.74,Europe
262,Europe,Western and Central Europe,United Kingdom (England and Wales),0.76,,,2015.0,15-64,Government source,I,Opiates,0.75,0.79,GBR,,0.76,Europe
263,Europe,Western and Central Europe,United Kingdom (England and Wales),0.73,,,2011.0,15-64,EMCDDA/UNODC Estimate,I,Opiates,0.72,0.76,GBR,,0.73,Europe
264,Europe,Western and Central Europe,United Kingdom (England and Wales),0.75,,,2010.0,15-64,EMCDDA/UNODC Estimate,I,Opiates,0.73,0.78,GBR,,0.75,Europe
265,Europe,Western and Central Europe,United Kingdom (Northern Ireland),0.12,,,2004.0,15-64,EMCDDA,I,Opiates,0.12,0.17,GBR,,0.12,Europe
266,Europe,Western and Central Europe,United Kingdom (Scotland),1.51,2.19,0.86,2012.0,15-64,"Information Services Division, Scotland",I,Opiates,1.47,1.57,GBR,,1.51,Europe
267,Europe,Western and Central Europe,United Kingdom (Scotland),1.52,,,2009.0,15-64,EMCDDA/UNODC Estimate,I,Opiates,1.49,1.56,GBR,,1.52,Europe
268,Oceania,Australia and New Zealand,Australia,0.1,,,2019.0,14+,Govenment source,HHS,Opiates,,,AUS,,0.1,Oceania
269,Oceania,Australia and New Zealand,Australia,0.2,,,2016.0,14+,ARQ,HHS,Opiates,,,AUS,,0.2,Oceania
270,Oceania,Australia and New Zealand,Australia,0.1,0.2,0.1,2013.0,14+,ARQ,HHS,Opiates,,,AUS,,0.1,Oceania
271,Oceania,Australia and New Zealand,Australia,0.2,,,2010.0,15-64,ARQ,HHS,Opiates,,,AUS,,0.2,Oceania
272,Oceania,Australia and New Zealand,Australia,0.2,,,2007.0,15-64,ARQ ,HHS ,Opiates,,,AUS,,0.2,Oceania
273,Oceania,Australia and New Zealand,New Zealand,0.1,,,2008.0,16-64,Government source,HHS,Opiates,0.1,0.3,NZL,,0.1,Oceania
274,Oceania,Australia and New Zealand,New Zealand,0.42,,,2006.0,15-45,ARQ,,Opiates,,,NZL,,0.42,Oceania
0,Africa,East Africa,Mauritius,1.04,,,2007.0,15-54,ARQ ,I ,Prescription opioids,,,MUS,,1.04,Africa
1,Africa,North Africa,Tunisia,0.13,,,2013.0,15-64,ARQ,HHS,Prescription opioids,,,TUN,,0.13,Africa
2,Africa,Southern Africa,South Africa,0.09,,,2008.0,15-64,ARQ,HHS,Prescription opioids,,,ZAF,,0.09,Africa
3,Africa,West and Central Africa,Nigeria,4.66,6.0,3.3,2017.0,15-64,Government/UNODC,HHS/I,Prescription opioids,4.21,5.11,NGA,,4.66,Africa
4,Africa,West and Central Africa,Egypt,3.0,,,2016.0,15-64,Government source,HHS,Prescription opioids,,,EGY,,3.0,Africa
5,Americas,Caribbean,Barbados,0.16,,,2006.0,15-64,UNODC Estimate,,Prescription opioids,0.12,0.21,BRB,,0.16,America
6,Americas,Caribbean,Dominican Republic,0.03,,,2008.0,15-64,UNODC Estimate,SS,Prescription opioids,,,DOM,,0.03,America
7,Americas,Caribbean,Haiti,0.13,,,2006.0,15-64,ARQ,SS,Prescription opioids,,,HTI,,0.13,America
8,Americas,Central America,Costa Rica,0.75,0.77,0.74,2015.0,15-64,ARQ,HHS,Prescription opioids,,,CRI,,0.75,America
9,Americas,Central America,Costa Rica,0.71,0.72,0.71,2015.0,12-70,ARQ,HHS,Prescription opioids,,,CRI,,0.71,America
10,Americas,Central America,Costa Rica,0.63,1.37,0.59,2010.0,15-64,ARQ,HHS,Prescription opioids,,,CRI,,0.63,America
11,Americas,Central America,Costa Rica,2.8,,,2006.0,12-70,ARQ ,HHS ,Prescription opioids,2.8,2.9,CRI,,2.8,America
12,Americas,Central America,El Salvador,0.06,,,2005.0,15-64,UNODC Estimate,HHS,Prescription opioids,,,SLV,,0.06,America
13,Americas,North America,Canada,,0.5,,2017.0,15+,ARQ,HHS,Prescription opioids,,,CAN,,,America
14,Americas,North America,Canada,0.36,0.46,,2015.0,15-64,ARQ,HHS,Prescription opioids,,,CAN,,0.36,America
15,Americas,North America,Canada,0.4,0.4,,2013.0,15-64,ARQ/Government,HHS,Prescription opioids,,,CAN,,0.4,America
16,Americas,North America,Canada,1.0,1.3,,2012.0,15-64,ARQ,HHS,Prescription opioids,,,CAN,,1.0,America
