,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3
60,Americas,North America,United States of America,0.756,,,2013,15-64,UNODC Estimate,HHS/I,Opiates,0.606,0.905,USA
61,Americas,North America,United States of America,0.73,,,2010,15-64,UNODC Estimate,HHS/I,Opiates,0.588,0.872,USA
62,Americas,South America,Argentina,0.07,,,2010,15-64,UNODC Estimate,,Opiates,0.05,0.09,ARG
63,Americas,South America,Argentina,0.13,,,2007,15-64,UNODC Estimate ,,Opiates,0.09,0.17,ARG
64,Americas,South America,Bolivia (Plurinational State of),0.07,,,2004,15-64,UNODC Estimate,,Opiates,,,BOL
65,Americas,South America,Brazil,0.2,0.1,0.3,2012,15-64,Government source,HHS,Opiates,,,BRA
66,Americas,South America,Chile,0,0,0,2018,15-64,ARQ,HHS,Opiates,,,CHL
67,Americas,South America,Chile,0,0,0,2016,15-64,ARQ,HHS,Opiates,,,CHL
68,Americas,South America,Chile,0.02,0.05,0,2014,15-64,ARQ,HHS,Opiates,,,CHL
69,Americas,South America,Chile,0.02,,,2010,15-64,ARQ,HHS,Opiates,,,CHL
70,Americas,South America,Chile,0.1,,,2008,15-64,HHS ,HHS ,Opiates,,,CHL
71,Americas,South America,Colombia,0.02,0.02,0.01,2019,12-65,Government source,HHS,Opiates,0.01,0.03,COL
72,Americas,South America,Colombia,0.03,,,2013,12-65,Government source,HHS,Opiates,,,COL
73,Americas,South America,Colombia,0.02,,,2008,12-64,ARQ,HHS,Opiates,,,COL
74,Americas,South America,Colombia,0.02,,,2004,15-64,UNODC Estimate ,,Opiates,,,COL
75,Americas,South America,Ecuador,0.01,,,2013,12-65,ARQ,HHS,Opiates,,,ECU
76,Americas,South America,Ecuador,0.03,0.01,,2013,12-65,ARQ,HHS,Opiates,,,ECU
77,Americas,South America,Ecuador,0.07,,,2007,12-65,ARQ,HHS,Opiates,0.06,0.08,ECU
78,Americas,South America,Ecuador,0.12,,,2005,15-64,UNODC Estimate ,,Opiates,,,ECU
79,Americas,South America,Paraguay,0.03,,,2003,12-65,ARQ,HHS,Opiates,,,PRY
80,Americas,South America,Peru,0.18,,,2005,12-64,UNODC Estimate,,Opiates,,,PER
81,Americas,South America,Uruguay,0.4,,,2018,18-65,CICAD OAS/Government sources,I,Opiates,,,URY
82,Americas,South America,Uruguay,0.06,,,2011,15-64,UNODC Estimate,HHS,Opiates,0.02,0.1,URY
83,Americas,South America,Uruguay,0.1,,,2006,15-64,UNODC Estimate,HHS ,Opiates,,,URY
84,Americas,South America,Venezuela (Bolivarian Republic of),0.03,,,2011,12-65,ARQ,HHS,Opiates,,,VEN
85,Americas,South America,Venezuela (Bolivarian Republic of),0.1,,,2003,15-64,ARQ ,SS ,Opiates,,,VEN
86,Asia,Central Asia and Transcaucasia,Armenia,0.2,,,2007,15-64,Government source,,Opiates,0.17,0.24,ARM
87,Asia,Central Asia and Transcaucasia,Azerbaijan,1.5,,,2010,15-64,Government report,I,Opiates,1.28,1.72,AZE
88,Asia,Central Asia and Transcaucasia,Azerbaijan,0.2,,,2008,15-64,ARQ ,I ,Opiates,,,AZE
89,Asia,Central Asia and Transcaucasia,Georgia,0.72,,,2010,15-64,Academic Research,I,Opiates,0.71,0.74,GEO
90,Asia,Central Asia and Transcaucasia,Georgia,0.31,,,2006,15-64,UNODC Estimate ,I,Opiates,,,GEO
91,Asia,Central Asia and Transcaucasia,Kazakhstan,1.03,,,2015,15-64,UNODC Estimate,I,Opiates,0.97,1.08,KAZ
92,Asia,Central Asia and Transcaucasia,Kazakhstan,0.89,,,2006,15-64,UNODC (GAP survey),I,Opiates,,,KAZ
93,Asia,Central Asia and Transcaucasia,Kyrgyzstan,0.89,,,2015,15-64,UNODC Estimate,I,Opiates,0.82,0.96,KGZ
94,Asia,Central Asia and Transcaucasia,Kyrgyzstan,0.74,,,2006,15-64,UNODC (GAP survey),I,Opiates,,,KGZ
95,Asia,Central Asia and Transcaucasia,Tajikistan,0.52,,,2015,15-64,UNODC Estimate,I,Opiates,0.51,0.52,TJK
96,Asia,Central Asia and Transcaucasia,Tajikistan,0.54,,,2006,15-64,UNODC (GAP survey),I,Opiates,,,TJK
97,Asia,Central Asia and Transcaucasia,Turkmenistan,0.32,,,2007,15-64,ARQ,,Opiates,,,TKM
98,Asia,Central Asia and Transcaucasia,Uzbekistan,0.93,,,2015,15-64,UNODC Estimate,I,Opiates,0.78,1.08,UZB
99,Asia,Central Asia and Transcaucasia,Uzbekistan,0.78,,,2006,15-64,UNODC (GAP survey),I,Opiates,,,UZB
100,Asia,East and South-East Asia,Cambodia,0.04,,,2007,15-64,Government source,I,Opiates,,,KHM
101,Asia,East and South-East Asia,Cambodia,0.03,,,2004,15-64,INCSR/ Reference Group to the UN on HIV and IDU ,I ,Opiates,,,KHM
102,Asia,East and South-East Asia,China,0.19,,,2012,15-64,UNAIDS,I,Opiates,0.13,0.25,CHN
103,Asia,East and South-East Asia,China,0.25,,,2005,15-64,Academic research/ Reference Group to the UN on HI,I,Opiates,0.19,0.31,CHN
104,Asia,East and South-East Asia,"China, Taiwan Province of China",0.2,,,2005,12-64,Government source,,Opiates,,,TWN
105,Asia,East and South-East Asia,Indonesia,0.07,,,2019,15-64,ARQ/UNODC Estimate,HHS,Opiates,0.07,0.07,IDN
106,Asia,East and South-East Asia,Indonesia,0.01,,,2014,15-64,ARQ,I,Opiates,,,IDN
107,Asia,East and South-East Asia,Indonesia,0.11,,,2010,15-64,ARQ,I,Opiates,,,IDN
108,Asia,East and South-East Asia,Indonesia,0.16,,,2005,15-64,ARQ ,,Opiates,,,IDN
109,Asia,East and South-East Asia,Japan,0.04,,,2019,15-64,ARQ ,HHS,Opiates,,,JPN
110,Asia,East and South-East Asia,Lao People's Democratic Republic,0.37,,,2008,15-64,UNODC (ICMP),HHS,Opiates,,,LAO
111,Asia,East and South-East Asia,Malaysia,0.94,,,2009,15-64,SMART,I,Opiates,,,MYS
112,Asia,East and South-East Asia,Myanmar,0.8,,,2010,15-64,UNODC (ICMP),HHS,Opiates,0.7,0.9,MMR
113,Asia,East and South-East Asia,Philippines,0.04,,,2011,15-64,Government report,I,Opiates,0.03,0.04,PHL
114,Asia,East and South-East Asia,Philippines,0.01,,,2008,10-64,ARQ,HHS,Opiates,,,PHL
115,Asia,East and South-East Asia,Republic of Korea,0,,,2004,15-64,ARQ,HHS,Opiates,,,PRK
116,Asia,East and South-East Asia,Singapore,0.32,,,2010,15-64,UNODC Estimate,I,Opiates,0.27,0.37,SGP
117,Asia,East and South-East Asia,Singapore,0.01,,,2006,15-64,ARQ ,R ,Opiates,,,SGP
118,Asia,East and South-East Asia,Thailand,0.2,,,2007,15-64,ARQ,HHS,Opiates,,,THA
119,Asia,East and South-East Asia,Viet Nam,0.53,,,2011,15-64,Government source,I,Opiates,,,VNM
120,Asia,East and South-East Asia,Viet Nam,0.27,,,2005,15-64,INCSR/ Reference Group to the UN on HIV and IDU,,Opiates,0.25,0.28,VNM
121,Asia,Near and Middle East/South-West Asia,Afghanistan,2.65,3.9,1.3,2009,15-64,UNODC/ Government source,HHS,Opiates,2.34,2.96,AFG
122,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),3.31,,,2015,15-64,Government source/UNODC Estimate,HHS,Opiates,,,IRN
123,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),2.69,,,2013,18+,Academic/UNODC Estimate,NSUM,Opiates,2.02,3.37,IRN
124,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),1.76,,,2011,15-64,Government source,,Opiates,1.38,2.14,IRN
125,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),2.26,,,2010,15-64,ARQ,,Opiates,,,IRN
126,Asia,Near and Middle East/South-West Asia,Israel,0.4,,,2016,18-65,UNODC Estimate,HHS,Opiates,0.3,0.5,ISR
127,Asia,Near and Middle East/South-West Asia,Israel,0.53,0.92,0.13,2009,18-40,ARQ,HHS,Opiates,0.46,0.59,ISR
128,Asia,Near and Middle East/South-West Asia,Kuwait,0.17,,,2004,15-64,UNODC Estimate,,Opiates,,,KWT
129,Asia,Near and Middle East/South-West Asia,Lebanon,0.2,,,2003,15-64,ARQ,,Opiates,,,LBN
130,Asia,Near and Middle East/South-West Asia,Pakistan,1,1.8,0.04,2012,15-64,Government/UNODC,,Opiates,0.7,1.5,PAK
131,Asia,Near and Middle East/South-West Asia,Pakistan,0.57,,,2006,15-64,UNODC (GAP survey) ,,Opiates,,,PAK
132,Asia,Near and Middle East/South-West Asia,Saudi Arabia,0.06,,,2006,15-64,UNODC Estimate,,Opiates,,,SAU
133,Asia,Near and Middle East/South-West Asia,Syrian Arab Republic,0.02,,,2005,,UNODC Estimate,,Opiates,,,SYR
134,Asia,Near and Middle East/South-West Asia,United Arab Emirates,0.02,,,2004,15-64,UNODC Estimate,,Opiates,,,ARE
135,Asia,South Asia,Bangladesh,0.37,,,2003,15-64,ARQ,HHS,Opiates,,,BGD
136,Asia,South Asia,India,1.42,,,2018,10-75,Government source,HHS/I,Opiates,,,IND
137,Asia,South Asia,Maldives,1.34,,,2012,15-64,Government source,HHS,Opiates,,,MDV
138,Asia,South Asia,Nepal,0.391,,,2019,15-50,Government source/UNODC Estimate,HHS,Opiates,,,NPL
139,Asia,South Asia,Nepal,0.24,,,2006,15-64,Government source,"I, b",Opiates,0.18,0.29,NPL
140,Asia,South Asia,Sri Lanka,0.61,1.24,0.02,2019,15-64,ARQ,HHS,Opiates,,,LKA
141,Asia,South Asia,Sri Lanka,0.6,1.2,0.017,2018,14+,Government source,,Opiates,,,LKA
142,Asia,South Asia,Sri Lanka,0.3,,,2016,15-64,Government source,I,Opiates,0.28,0.32,LKA
143,Asia,South Asia,Sri Lanka,0.33,,,2010,15-64,ARQ,I,Opiates,0.33,0.33,LKA
144,Asia,South Asia,Sri Lanka,0.11,,,2006,15-64,ARQ ,,Opiates,,,LKA
145,Europe,Eastern Europe,Belarus,0.765,,,2016,15-64,ARQ,I,Opiates,,,BLR
146,Europe,Eastern Europe,Belarus,0.59,,,2011,15-64,UNODC Estimate,I,Opiates,,,BLR
147,Europe,Eastern Europe,Belarus,0.39,,,2007,15-64,UNODC Estimate ,R ,Opiates,0.07,0.67,BLR
148,Europe,Eastern Europe,Republic of Moldova,0.12,,,2011,15-64,ARQ,I,Opiates,,,MDA
149,Europe,Eastern Europe,Republic of Moldova,0.15,,,2008,15-64,Government source,"R, HHS",Opiates,0.15,0.17,MDA
150,Europe,Eastern Europe,Russian Federation,1.4,,,2010,15-64,Government source,I,Opiates,1.4,1.4,RUS
151,Europe,Eastern Europe,Russian Federation,1.64,,,2007,15-64,UNODC Estimate ,I ,Opiates,,,RUS
152,Europe,Eastern Europe,Ukraine,1.05,,,2012,15-64,Government source,I,Opiates,0.88,1.23,UKR
153,Europe,Eastern Europe,Ukraine,0.91,,,2009,15-64,ARQ,I,Opiates,,,UKR
154,Europe,Eastern Europe,Ukraine,1.16,,,2006,15-64,Reference Group to the UN on HIV and IDU ,I ,Opiates,,,UKR
155,Europe,South-Eastern Europe,Albania,0.45,,,2007,15-64,ARQ,R,Opiates,,,ALB
156,Europe,South-Eastern Europe,Bosnia and Herzegovina,0.3,,,2009,15-64,ARQ,I,Opiates,,,BIH
157,Europe,South-Eastern Europe,Bosnia and Herzegovina,0.3,,,2005,15-64,Reference Group to the UN on HIV and IDU ,I ,Opiates,,,BIH
158,Europe,South-Eastern Europe,Bulgaria,0.37,,,2017,15-64,ARQ,I,Opiates,,,BGR
159,Europe,South-Eastern Europe,Bulgaria,0.5,,,2011,15-64,ARQ,I,Opiates,,,BGR
160,Europe,South-Eastern Europe,Bulgaria,0.29,,,2008,15-64,ARQ ,I ,Opiates,,,BGR
161,Europe,South-Eastern Europe,Croatia,0.35,,,2012,15-64,ARQ,I,Opiates,,,HRV
162,Europe,South-Eastern Europe,Croatia,0.36,,,2010,15-64,EMCDDA,I,Opiates,0.32,0.4,HRV
163,Europe,South-Eastern Europe,Croatia,0.36,,,2006,15-64,ARQ ,I ,Opiates,,,HRV
164,Europe,South-Eastern Europe,North Macedonia,0.4,,,2005,15-64,ARQ,,Opiates,0.4,0.5,MKD
165,Europe,South-Eastern Europe,Romania,0.3,0.2,0.5,2019,15-64,ARQ,HHS,Opiates,,,ROU
166,Europe,South-Eastern Europe,Romania,0.167,,,2016,15-64,ARQ,I,Opiates,,,ROU
167,Europe,South-Eastern Europe,Romania,0.11,,,2011,15-64,ARQ,I,Opiates,,,ROU
168,Europe,South-Eastern Europe,Serbia,0.1,0.1,0.1,2018,15-64,ARQ,HHS,Opiates,,,SRB
169,Europe,South-Eastern Europe,Serbia,0.1,0.1,0,2014,18-64,Government sources,HHS,Opiates,,,SRB
170,Europe,South-Eastern Europe,Serbia,0.28,,,2008,15-64,ARQ,I,Opiates,0.18,0.38,SRB
171,Europe,South-Eastern Europe,Türkiye,0.03,0.05,,2018,15-64,ARQ,HHS,Opiates,,,TUR
172,Europe,South-Eastern Europe,Türkiye,0.03,,,2011,15-64,EMCDDA,I,Opiates,0.02,0.05,TUR
173,Europe,South-Eastern Europe,Türkiye,0.03,,,2010,15-64,EMCDDA,I,Opiates,0.03,0.03,TUR
174,Europe,South-Eastern Europe,Türkiye,0.05,,,2008,15-64,EMCDDA ,I ,Opiates,,,TUR
175,Europe,Western and Central Europe,Austria,0.539,,,2019,15-64,EMCDDA,I,Opiates,0.52,0.55,AUT
176,Europe,Western and Central Europe,Austria,0.628,,,2017,15-64,EMCDDA,,Opiates,0.608,0.648,AUT
177,Europe,Western and Central Europe,Cyprus,0.179,,,2016,15-64,ARQ,I,Opiates,0.147,0.221,CYP
178,Europe,Western and Central Europe,Cyprus,0.246,,,2015,15-64,EMCDDA,I,Opiates,0.193,0.324,CYP
179,Europe,Western and Central Europe,Cyprus,0.18,,,2014,15-64,EMCDDA,I,Opiates,0.15,0.24,CYP
180,Europe,Western and Central Europe,Cyprus,0.15,,,2013,15-64,EMCDDA,I,Opiates,0.12,0.21,CYP
181,Europe,Western and Central Europe,Cyprus,0.12,,,2012,15-64,EMCDDA,I,Opiates,0.1,0.15,CYP
182,Europe,Western and Central Europe,Czechia,0.1,0.2,0,2019,15-64,ARQ,HHS,Opiates,,,CZE
183,Europe,Western and Central Europe,Czechia,0.2,0.1,0.2,2018,15-64,ARQ,HHS,Opiates,,,CZE
184,Europe,Western and Central Europe,Czechia,0.2,0.4,0.1,2016,15-64,ARQ,HHS,Opiates,,,CZE
185,Europe,Western and Central Europe,Denmark,0.1,0.1,0,2017,16-24,ARQ,HHS,Opiates,,,DNK
186,Europe,Western and Central Europe,Denmark,0.52,,,2009,15-64,Government source,I,Opiates,0.49,0.55,DNK
187,Europe,Western and Central Europe,Denmark,0.6,,,2005,15-64,ARQ,I,Opiates,,,DNK
188,Europe,Western and Central Europe,Estonia,0.04,0.11,0,2018,16-64,ARQ,HHS,Opiates,,,EST
189,Europe,Western and Central Europe,Finland,0.1,0.1,,2018,15-64,ARQ,HHS,Opiates,,,FIN
190,Europe,Western and Central Europe,Finland,0.1,0.1,0.1,2014,15-64,ARQ,HHS,Opiates,,,FIN
191,Europe,Western and Central Europe,France,0.317,,,2019,15-64,EMCDDA,I,Opiates,0.309,0.325,FRA
192,Europe,Western and Central Europe,France,0.2,0.3,0.1,2017,15-64,ARQ,HHS,Opiates,,,FRA
193,Europe,Western and Central Europe,France,0.52,,,2011,15-64,ARQ,I,Opiates,,,FRA
194,Europe,Western and Central Europe,France,0.36,,,2010,15-64,UNODC Estimate,I,Opiates,,,FRA
195,Europe,Western and Central Europe,Germany,0.22,,,2014,15-64,ARQ,I,Opiates,,,DEU
196,Europe,Western and Central Europe,Germany,0.21,,,2013,15-64,Government source,I,Opiates,,,DEU
197,Europe,Western and Central Europe,Germany,0.23,,,2012,18-64,ARQ,I,Opiates,,,DEU
198,Europe,Western and Central Europe,Greece,0.216,,,2019,15-64,EMCDDA,I,Opiates,0.179,0.266,GRC
199,Europe,Western and Central Europe,Greece,0.197,,,2018,15-64,EMCDDA,I,Opiates,0.163,0.243,GRC
200,Europe,Western and Central Europe,Greece,0.21,,,2017,15-64,EMCDDA,I,Opiates,0.18,0.247,GRC
201,Europe,Western and Central Europe,Greece,0.246,,,2016,15-64,ARQ,I,Opiates,0.211,0.29,GRC
202,Europe,Western and Central Europe,Greece,0.227,,,2015,15-64,ARQ,I,Opiates,,,GRC
203,Europe,Western and Central Europe,Greece,0.24,,,2014,15-64,EMCDDA,I,Opiates,0.21,0.28,GRC
204,Europe,Western and Central Europe,Greece,0.22,,,2013,15-64,EMCDDA,I,Opiates,0.2,0.26,GRC
205,Europe,Western and Central Europe,Greece,0.23,,,2012,15-64,EMCDDA,I,Opiates,0.26,0.32,GRC
206,Europe,Western and Central Europe,Hungary,0.2,0.3,0.1,2019,18-64,ARQ,HHS,Opiates,,,HUN
207,Europe,Western and Central Europe,Hungary,0.13,0.17,0,2015,18-64,ARQ,HHS,Opiates,,,HUN
208,Europe,Western and Central Europe,Hungary,0.05,,,2011,15-64,EMCDDA,I,Opiates,0.04,0.05,HUN
209,Europe,Western and Central Europe,Hungary,0.05,,,2009,15-64,ARQ,I,Opiates,,,HUN
210,Europe,Western and Central Europe,Ireland,0.618,,,2014,15-64,ARQ,I,Opiates,0.609,0.698,IRL
211,Europe,Western and Central Europe,Ireland,0.72,,,2006,15-64,EMCDDA,I,Opiates,0.62,0.81,IRL
212,Europe,Western and Central Europe,Ireland,0.5,,,2001,15-64,ARQ,I,Opiates,,,IRL
213,Europe,Western and Central Europe,Italy,0.756,,,2019,15-64,EMCDDA,I,Opiates,0.723,0.79,ITA
214,Europe,Western and Central Europe,Italy,0.685,,,2018,15-64,EMCDDA,I,Opiates,0.654,0.716,ITA
215,Europe,Western and Central Europe,Italy,0.57,,,2017,15-64,UNODC Estimate/ARQ,I,Opiates,,,ITA
216,Europe,Western and Central Europe,Italy,0.524,,,2015,15-64,EMCDDA,I,Opiates,0.459,0.587,ITA
217,Europe,Western and Central Europe,Italy,0.52,,,2014,15-64,EMCDDA,I,Opiates,0.46,0.58,ITA
218,Europe,Western and Central Europe,Italy,0.8,1.1,0.6,2013,15-64,Government source,HHS,Opiates,,,ITA
219,Europe,Western and Central Europe,Latvia,0.568,,,2017,15-64,ARQ/EMCDDA,I,Opiates,0.465,0.702,LVA
220,Europe,Western and Central Europe,Latvia,0.49,,,2016,15-64,Government source,I,Opiates,0.41,0.59,LVA
221,Europe,Western and Central Europe,Latvia,0.47,,,2014,15-64,EMCDDA,I,Opiates,0.34,0.75,LVA
222,Europe,Western and Central Europe,Latvia,0.62,,,2013,15-64,EMCDDA,I,Opiates,0.42,1,LVA
223,Europe,Western and Central Europe,Latvia,0.49,,,2012,15-64,EMCDDA,I,Opiates,0.5,0.36,LVA
224,Europe,Western and Central Europe,Liechtenstein,0.2,,,2005,15-64,ARQ,SS,Opiates,,,LIE
225,Europe,Western and Central Europe,Lithuania,0.24,,,2007,15-64,EMCDDA,I,Opiates,0.23,0.24,LTU
226,Europe,Western and Central Europe,Lithuania,0.1,,,2006,15-64,Government source,I,Opiates,,,LTU
227,Europe,Western and Central Europe,Luxembourg,0.446,,,2015,15-64,EMCDDA,I,Opiates,,,LUX
228,Europe,Western and Central Europe,Luxembourg,0.59,,,2007,15-64,ARQ/EMCDDA,I,Opiates,,,LUX
229,Europe,Western and Central Europe,Luxembourg,0.93,,,2000,15-64,EMCDDA,I,Opiates,,,LUX
230,Europe,Western and Central Europe,Malta,0.61,,,2016,15-64,ARQ,I,Opiates,,,MLT
231,Europe,Western and Central Europe,Malta,0.59,,,2015,15-64,ARQ,I,Opiates,,,MLT
232,Europe,Western and Central Europe,Malta,0.57,,,2014,15-64,EMCDDA,I,Opiates,0.53,0.62,MLT
233,Europe,Western and Central Europe,Malta,0.62,,,2012,15-64,EMCDDA,I,Opiates,0.58,0.66,MLT
234,Europe,Western and Central Europe,Netherlands,0.13,,,2012,15-64,EMCDDA,I,Opiates,0.11,0.15,NLD
235,Europe,Western and Central Europe,Netherlands,0.16,,,2008,15-64,EMCDDA,I,Opiates,,,NLD
236,Europe,Western and Central Europe,Norway,0.27,,,2013,15-64,ARQ,I,Opiates,,,NOR
237,Europe,Western and Central Europe,Norway,0.3,,,2008,15-64,EMCDDA,I,Opiates,0.21,0.39,NOR
238,Europe,Western and Central Europe,Poland,1.7,1.8,1.5,2016,15-64,ARQ,HHS,Opiates,,,POL
239,Europe,Western and Central Europe,Poland,0.06,,,2014,15-64,ARQ,I,Opiates,,,POL
240,Europe,Western and Central Europe,Poland,0.1,,,2013,15-64,ARQ,I,Opiates,,,POL
241,Europe,Western and Central Europe,Poland,0.1,0.1,0.1,2012,15-64,ARQ,HHS,Opiates,,,POL
242,Europe,Western and Central Europe,Poland,0.3,,,2010,15-64,ARQ,HHS,Opiates,,,POL
243,Europe,Western and Central Europe,Portugal,0.45,,,2018,15-64,EMCDDA,I,Opiates,0.3,0.7,PRT
244,Europe,Western and Central Europe,Portugal,0.52,,,2015,15-64,Government source,I,Opiates,0.38,0.76,PRT
245,Europe,Western and Central Europe,Portugal,0.49,,,2012,15-64,EMCDDA,I,Opiates,0.42,0.55,PRT
246,Europe,Western and Central Europe,Portugal,0.38,,,2007,15-64,ARQ,I,Opiates,,,PRT
247,Europe,Western and Central Europe,Slovakia,0.1,0.1,0,2019,15-64,ARQ,HHS,Opiates,,,SVK
248,Europe,Western and Central Europe,Slovakia,0.13,,,2008,15-64,EMCDDA,I,Opiates,0.1,0.25,SVK
249,Europe,Western and Central Europe,Slovakia,0.3,,,2006,15-64,ARQ,HHS,Opiates,,,SVK
250,Europe,Western and Central Europe,Slovenia,0.358,,,2017,15-64,EMCDDA,,Opiates,0.315,0.416,SVN
251,Europe,Western and Central Europe,Slovenia,0.49,,,2012,15-64,EMCDDA,I,Opiates,0.43,0.58,SVN
252,Europe,Western and Central Europe,Slovenia,0.44,,,2011,15-64,EMCDDA,I,Opiates,0.4,0.48,SVN
253,Europe,Western and Central Europe,Spain,0.21,,,2018,15-64,Government source,I,Opiates,0.14,0.28,ESP
254,Europe,Western and Central Europe,Spain,0.23,,,2017,15-64,ARQ/Government source,I,Opiates,0.15,0.29,ESP
255,Europe,Western and Central Europe,Spain,0.221,,,2016,15-64,ARQ,I,Opiates,0.149,0.293,ESP
256,Europe,Western and Central Europe,Spain,0.227,,,2015,15-64,ARQ,I,Opiates,0.155,0.299,ESP
257,Europe,Western and Central Europe,Spain,0.21,,,2014,15-64,ARQ,I,Opiates,0.158,0.263,ESP
258,Europe,Western and Central Europe,Spain,0.21,,,2013,15-64,ARQ/Government source,I,Opiates,0.16,0.25,ESP
259,Europe,Western and Central Europe,Spain,0.21,,,2012,15-64,Government source,I,Opiates,0.17,0.26,ESP
260,Europe,Western and Central Europe,Switzerland,0.43,,,2015,15-64,Government source,I,Opiates,0.39,0.47,CHE
261,Europe,Western and Central Europe,United Kingdom (England and Wales),0.74,,,2016,15-64,Government source,I,Opiates,0.73,0.77,GBR
262,Europe,Western and Central Europe,United Kingdom (England and Wales),0.76,,,2015,15-64,Government source,I,Opiates,0.75,0.79,GBR
263,Europe,Western and Central Europe,United Kingdom (England and Wales),0.73,,,2011,15-64,EMCDDA/UNODC Estimate,I,Opiates,0.72,0.76,GBR
264,Europe,Western and Central Europe,United Kingdom (England and Wales),0.75,,,2010,15-64,EMCDDA/UNODC Estimate,I,Opiates,0.73,0.78,GBR
265,Europe,Western and Central Europe,United Kingdom (Northern Ireland),0.12,,,2004,15-64,EMCDDA,I,Opiates,0.12,0.17,GBR
266,Europe,Western and Central Europe,United Kingdom (Scotland),1.51,2.19,0.86,2012,15-64,"Information Services Division, Scotland",I,Opiates,1.47,1.57,GBR
267,Europe,Western and Central Europe,United Kingdom (Scotland),1.52,,,2009,15-64,EMCDDA/UNODC Estimate,I,Opiates,1.49,1.56,GBR
268,Oceania,Australia and New Zealand,Australia,0.1,,,2019,14+,Govenment source,HHS,Opiates,,,AUS
269,Oceania,Australia and New Zealand,Australia,0.2,,,2016,14+,ARQ,HHS,Opiates,,,AUS
270,Oceania,Australia and New Zealand,Australia,0.1,0.2,0.1,2013,14+,ARQ,HHS,Opiates,,,AUS
271,Oceania,Australia and New Zealand,Australia,0.2,,,2010,15-64,ARQ,HHS,Opiates,,,AUS
272,Oceania,Australia and New Zealand,Australia,0.2,,,2007,15-64,ARQ ,HHS ,Opiates,,,AUS
273,Oceania,Australia and New Zealand,New Zealand,0.1,,,2008,16-64,Government source,HHS,Opiates,0.1,0.3,NZL
274,Oceania,Australia and New Zealand,New Zealand,0.42,,,2006,15-45,ARQ,,Opiates,,,NZL
0,Africa,East Africa,Mauritius,1.04,,,2007,15-54,ARQ ,I ,Prescription opioids,,,MUS
1,Africa,North Africa,Tunisia,0.13,,,2013,15-64,ARQ,HHS,Prescription opioids,,,TUN
2,Africa,Southern Africa,South Africa,0.09,,,2008,15-64,ARQ,HHS,Prescription opioids,,,ZAF
3,Africa,West and Central Africa,Nigeria,4.66,6,3.3,2017,15-64,Government/UNODC,HHS/I,Prescription opioids,4.21,5.11,NGA
4,Africa,West and Central Africa,Egypt,3,,,2016,15-64,Government source,HHS,Prescription opioids,,,EGY
5,Americas,Caribbean,Barbados,0.16,,,2006,15-64,UNODC Estimate,,Prescription opioids,0.12,0.21,BRB
6,Americas,Caribbean,Dominican Republic,0.03,,,2008,15-64,UNODC Estimate,SS,Prescription opioids,,,DOM
7,Americas,Caribbean,Haiti,0.13,,,2006,15-64,ARQ,SS,Prescription opioids,,,HTI
8,Americas,Central America,Costa Rica,0.75,0.77,0.74,2015,15-64,ARQ,HHS,Prescription opioids,,,CRI
9,Americas,Central America,Costa Rica,0.71,0.72,0.71,2015,12-70,ARQ,HHS,Prescription opioids,,,CRI
10,Americas,Central America,Costa Rica,0.63,1.37,0.59,2010,15-64,ARQ,HHS,Prescription opioids,,,CRI
11,Americas,Central America,Costa Rica,2.8,,,2006,12-70,ARQ ,HHS ,Prescription opioids,2.8,2.9,CRI
12,Americas,Central America,El Salvador,0.06,,,2005,15-64,UNODC Estimate,HHS,Prescription opioids,,,SLV
13,Americas,North America,Canada,,0.5,,2017,15+,ARQ,HHS,Prescription opioids,,,CAN
14,Americas,North America,Canada,0.36,0.46,,2015,15-64,ARQ,HHS,Prescription opioids,,,CAN
15,Americas,North America,Canada,0.4,0.4,,2013,15-64,ARQ/Government,HHS,Prescription opioids,,,CAN
16,Americas,North America,Canada,1,1.3,,2012,15-64,ARQ,HHS,Prescription opioids,,,CAN
17,Americas,North America,Canada,0.3,,,2010,15-64,ARQ,HHS,Prescription opioids,,,CAN
18,Americas,North America,Canada,0.5,,,2009,15-64,ARQ,"HHS, I x ",Prescription opioids,,,CAN
19,Americas,North America,Mexico,0.1,0.1,0.1,2016,12-65,ARQ,HHS,Prescription opioids,,,MEX
20,Americas,North America,Mexico,0.06,,,2008,12-65,ARQ ,HHS,Prescription opioids,,,MEX
21,Americas,North America,United States of America,3.9,3.5,4.2,2020,15-64,ARQ,HHS,Prescription opioids,,,USA
22,Americas,North America,United States of America,4.3,4.3,4.1,2018,15-64,ARQ,HHS,Prescription opioids,,,USA
23,Americas,North America,United States of America,4.8,5.4,4.2,2017,15-64,ARQ,HHS,Prescription opioids,,,USA
24,Americas,North America,United States of America,5.1,5.6,4.6,2016,15-64,ARQ,HHS,Prescription opioids,,,USA
25,Americas,North America,United States of America,5.5,6.3,4.8,2015,15-64,ARQ,HHS,Prescription opioids,,,USA
26,Americas,North America,United States of America,4.8,,,2014,15-64,UNODC Estimate,HHS,Prescription opioids,,,USA
27,Americas,North America,United States of America,5,,,2013,15-64,UNODC Estimate,,Prescription opioids,,,USA
