,Region,SubRegion,Country,Code,Year,DrugGroup,Drug Type,Trends overall,Group Age 0-17,Group Age 18-24,Group Age 25+
1310,Europe,South-Eastern Europe (including Turkey),Romania,ROU,2018,Substances not under international control,Other Plant-based substances,Stable situation (+-5%),,,
1311,Europe,Western and Central Europe,Andorra,AND,2019,Cannabis-type,,Not known,,,
1312,Europe,Western and Central Europe,Andorra,AND,2019,Opioids,,Not known,,,
1313,Europe,Western and Central Europe,Andorra,AND,2019,Cocaine-type,,Not known,,,
1314,Europe,Western and Central Europe,Andorra,AND,2019,ATS,,Not known,,,
1315,Europe,Western and Central Europe,Andorra,AND,2019,Sedatives and Tranquillizers,,Not known,,,
1316,Europe,Western and Central Europe,Andorra,AND,2019,Hallucinogens,,Not known,,,
1317,Europe,Western and Central Europe,Andorra,AND,2019,Solvents and Inhallants,Solvents and inhalants,Not known,,,
1318,Europe,Western and Central Europe,Austria,AUT,2020,Cocaine-type drugs,Cocaine-type drugs,Small increase (5-10%),,,
1319,Europe,Western and Central Europe,Austria,AUT,2020,Cocaine-type drugs,Cocaine hydrochloride,Small increase (5-10%),,,
1320,Europe,Western and Central Europe,Austria,AUT,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Small increase (5-10%),,,
1321,Europe,Western and Central Europe,Austria,AUT,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Small increase (5-10%),,,
1322,Europe,Western and Central Europe,Austria,AUT,2020,Amphetamine-type stimulants,Amphetamine,Small increase (5-10%),,,
1323,Europe,Western and Central Europe,Austria,AUT,2020,Any drug,Any drug,Stable situation (+-5%),,,
1324,Europe,Western and Central Europe,Austria,AUT,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),,,
1325,Europe,Western and Central Europe,Austria,AUT,2020,Cannabis-type drugs,Cannabis herb (marijuana),Stable situation (+-5%),,,
1326,Europe,Western and Central Europe,Austria,AUT,2020,Cannabis-type drugs,Cannabis resin (hashish),Stable situation (+-5%),,,
1327,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),,,
1328,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Opium,Stable situation (+-5%),,,
1329,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),,,
1330,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Stable situation (+-5%),,,
1331,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Stable situation (+-5%),,,
1332,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Codeine,Stable situation (+-5%),,,
1333,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Stable situation (+-5%),,,
1334,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Other pharmaceutical opioids,Stable situation (+-5%),,,
1335,Europe,Western and Central Europe,Austria,AUT,2020,"Opioids, including opiates and synthetic opioids",Other opioids,Stable situation (+-5%),,,
1336,Europe,Western and Central Europe,Austria,AUT,2020,Cocaine-type drugs,"“Crack” cocaine, freebase cocaine",Stable situation (+-5%),,,
1337,Europe,Western and Central Europe,Austria,AUT,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),,,
1338,Europe,Western and Central Europe,Austria,AUT,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),,,
1339,Europe,Western and Central Europe,Austria,AUT,2020,“Ecstasy”-type substances,MDMA,Stable situation (+-5%),,,
1340,Europe,Western and Central Europe,Austria,AUT,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Stable situation (+-5%),,,
1341,Europe,Western and Central Europe,Austria,AUT,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Stable situation (+-5%),,,
1342,Europe,Western and Central Europe,Austria,AUT,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Barbiturates,Stable situation (+-5%),,,
1343,Europe,Western and Central Europe,Austria,AUT,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Other sedatives and tranquillizers,Stable situation (+-5%),,,
1344,Europe,Western and Central Europe,Austria,AUT,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),,,
1345,Europe,Western and Central Europe,Austria,AUT,2020,Hallucinogens,LSD,Stable situation (+-5%),,,
1346,Europe,Western and Central Europe,Austria,AUT,2020,Hallucinogens,Other hallucinogens,Stable situation (+-5%),,,
1347,Europe,Western and Central Europe,Austria,AUT,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),,,
1348,Europe,Western and Central Europe,Austria,AUT,2020,New psychoactive substances,New psychoactive substances,Stable situation (+-5%),,,
1349,Europe,Western and Central Europe,Austria,AUT,2020,New psychoactive substances,Ketamine,Stable situation (+-5%),,,
1350,Europe,Western and Central Europe,Austria,AUT,2020,New psychoactive substances,"Synthetic cannabinoid receptor agonists (""synthetic cannabinoids"")",Stable situation (+-5%),,,
1351,Europe,Western and Central Europe,Austria,AUT,2020,New psychoactive substances,Other new psychoactive substances,Stable situation (+-5%),,,
1352,Europe,Western and Central Europe,Austria,AUT,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Stable situation (+-5%),,,
1353,Europe,Western and Central Europe,Belgium,BEL,2019,Cannabis-type,,Large increase (>10%),,,
1354,Europe,Western and Central Europe,Belgium,BEL,2019,Opioids,,Not known,,,
1355,Europe,Western and Central Europe,Belgium,BEL,2019,Cocaine-type,,Large increase (>10%),,,
1356,Europe,Western and Central Europe,Belgium,BEL,2019,ATS,,Large increase (>10%),,,
1357,Europe,Western and Central Europe,Belgium,BEL,2019,ATS,Ecstasy-type substances,Large increase (>10%),,,
1358,Europe,Western and Central Europe,Switzerland,CHE,2020,Cannabis-type drugs,Other types of cannabis products excluding synthetic cannabinoids,Small increase (5-10%),,,
1359,Europe,Western and Central Europe,Switzerland,CHE,2020,Cocaine-type drugs,Cocaine hydrochloride,Large increase (>10%),,,
1360,Europe,Western and Central Europe,Switzerland,CHE,2020,New psychoactive substances,"Synthetic cannabinoid receptor agonists (""synthetic cannabinoids"")",Large increase (>10%),,,
1361,Europe,Western and Central Europe,Switzerland,CHE,2020,Any drug,Any drug,Stable situation (+-5%),,,
1362,Europe,Western and Central Europe,Switzerland,CHE,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),,,
1363,Europe,Western and Central Europe,Switzerland,CHE,2020,Cannabis-type drugs,Cannabis herb (marijuana),Stable situation (+-5%),,,
1364,Europe,Western and Central Europe,Switzerland,CHE,2020,Cannabis-type drugs,Cannabis resin (hashish),Stable situation (+-5%),,,
1365,Europe,Western and Central Europe,Switzerland,CHE,2020,Cannabis-type drugs,Cannabis or hashish oil,Stable situation (+-5%),,,
1366,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),,,
1367,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),,,
1368,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids",Opium,Stable situation (+-5%),,,
1369,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),,,
1370,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Stable situation (+-5%),,,
1371,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Stable situation (+-5%),,,
1372,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids",Codeine,Stable situation (+-5%),,,
1373,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Stable situation (+-5%),,,
1374,Europe,Western and Central Europe,Switzerland,CHE,2020,"Opioids, including opiates and synthetic opioids",Other pharmaceutical opioids,Stable situation (+-5%),,,
1375,Europe,Western and Central Europe,Switzerland,CHE,2020,Cocaine-type drugs,Cocaine-type drugs,Stable situation (+-5%),,,
1376,Europe,Western and Central Europe,Switzerland,CHE,2020,Cocaine-type drugs,"“Crack” cocaine, freebase cocaine",Stable situation (+-5%),,,
1377,Europe,Western and Central Europe,Switzerland,CHE,2020,Cocaine-type drugs,Other smokable forms of cocaine,Stable situation (+-5%),,,
1378,Europe,Western and Central Europe,Switzerland,CHE,2020,Cocaine-type drugs,Other types of cocaine preparations,Stable situation (+-5%),,,
1379,Europe,Western and Central Europe,Switzerland,CHE,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),,,
1380,Europe,Western and Central Europe,Switzerland,CHE,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Stable situation (+-5%),,,
1381,Europe,Western and Central Europe,Switzerland,CHE,2020,Amphetamine-type stimulants,Amphetamine,Stable situation (+-5%),,,
1382,Europe,Western and Central Europe,Switzerland,CHE,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),,,
1383,Europe,Western and Central Europe,Switzerland,CHE,2020,Amphetamine-type stimulants,Non-medical use of pharmaceutical products containing amphetamine-type stimulants,Stable situation (+-5%),,,
1384,Europe,Western and Central Europe,Switzerland,CHE,2020,Amphetamine-type stimulants,Other amphetamine-type stimulants,Stable situation (+-5%),,,
1385,Europe,Western and Central Europe,Switzerland,CHE,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),,,
1386,Europe,Western and Central Europe,Switzerland,CHE,2020,“Ecstasy”-type substances,MDMA,Stable situation (+-5%),,,
1387,Europe,Western and Central Europe,Switzerland,CHE,2020,“Ecstasy”-type substances,Other “ecstasy”-type substances,Stable situation (+-5%),,,
1388,Europe,Western and Central Europe,Switzerland,CHE,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Stable situation (+-5%),,,
1389,Europe,Western and Central Europe,Switzerland,CHE,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Stable situation (+-5%),,,
1390,Europe,Western and Central Europe,Switzerland,CHE,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Barbiturates,Stable situation (+-5%),,,
1391,Europe,Western and Central Europe,Switzerland,CHE,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Other sedatives and tranquillizers,Stable situation (+-5%),,,
1392,Europe,Western and Central Europe,Switzerland,CHE,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),,,
1393,Europe,Western and Central Europe,Switzerland,CHE,2020,Hallucinogens,LSD,Stable situation (+-5%),,,
1394,Europe,Western and Central Europe,Switzerland,CHE,2020,Hallucinogens,Other hallucinogens,Stable situation (+-5%),,,
1395,Europe,Western and Central Europe,Switzerland,CHE,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),,,
1396,Europe,Western and Central Europe,Switzerland,CHE,2020,New psychoactive substances,New psychoactive substances,Stable situation (+-5%),,,
1397,Europe,Western and Central Europe,Switzerland,CHE,2020,New psychoactive substances,Ketamine,Stable situation (+-5%),,,
1398,Europe,Western and Central Europe,Switzerland,CHE,2020,New psychoactive substances,Other new psychoactive substances,Stable situation (+-5%),,,
1399,Europe,Western and Central Europe,Switzerland,CHE,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Stable situation (+-5%),,,
1400,Europe,Western and Central Europe,Cyprus,CYP,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1401,Europe,Western and Central Europe,Cyprus,CYP,2020,Any drug,Any drug,Stable situation (+-5%),...,Stable situation (+-5%),Stable situation (+-5%)
1402,Europe,Western and Central Europe,Cyprus,CYP,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1403,Europe,Western and Central Europe,Cyprus,CYP,2020,Cocaine-type drugs,Cocaine-type drugs,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1404,Europe,Western and Central Europe,Cyprus,CYP,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1405,Europe,Western and Central Europe,Cyprus,CYP,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1406,Europe,Western and Central Europe,Cyprus,CYP,2020,New psychoactive substances,Ketamine,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1407,Europe,Western and Central Europe,Cyprus,CYP,2020,Hallucinogens,LSD,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1408,Europe,Western and Central Europe,Cyprus,CYP,2020,“Ecstasy”-type substances,MDMA,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1409,Europe,Western and Central Europe,Cyprus,CYP,2020,New psychoactive substances,New psychoactive substances,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1410,Europe,Western and Central Europe,Cyprus,CYP,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1411,Europe,Western and Central Europe,Cyprus,CYP,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1412,Europe,Western and Central Europe,Cyprus,CYP,2020,New psychoactive substances,"Synthetic cannabinoid receptor agonists (""synthetic cannabinoids"")",Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1413,Europe,Western and Central Europe,Cyprus,CYP,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),,Stable situation (+-5%),Stable situation (+-5%)
1414,Europe,Western and Central Europe,Czechia,CZE,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Small increase (5-10%)
1415,Europe,Western and Central Europe,Czechia,CZE,2020,Any drug,Any drug,Stable situation (+-5%),Small decrease (5-10%),Stable situation (+-5%),Stable situation (+-5%)
1416,Europe,Western and Central Europe,Czechia,CZE,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),Small decrease (5-10%),Stable situation (+-5%),Stable situation (+-5%)
1417,Europe,Western and Central Europe,Czechia,CZE,2020,Cannabis-type drugs,Cannabis herb (marijuana),Stable situation (+-5%),Small decrease (5-10%),Stable situation (+-5%),Stable situation (+-5%)
1418,Europe,Western and Central Europe,Czechia,CZE,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),Small decrease (5-10%),Stable situation (+-5%),Stable situation (+-5%)
1419,Europe,Western and Central Europe,Czechia,CZE,2020,Cocaine-type drugs,Cocaine-type drugs,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1420,Europe,Western and Central Europe,Czechia,CZE,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1421,Europe,Western and Central Europe,Czechia,CZE,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1422,Europe,Western and Central Europe,Czechia,CZE,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1423,Europe,Western and Central Europe,Czechia,CZE,2020,New psychoactive substances,New psychoactive substances,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1424,Europe,Western and Central Europe,Czechia,CZE,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),,,
1425,Europe,Western and Central Europe,Czechia,CZE,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),,,
1426,Europe,Western and Central Europe,Czechia,CZE,2020,"Opioids, including opiates and synthetic opioids",Other pharmaceutical opioids,Stable situation (+-5%),,,
1427,Europe,Western and Central Europe,Czechia,CZE,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Stable situation (+-5%),,,
1428,Europe,Western and Central Europe,Czechia,CZE,2020,“Ecstasy”-type substances,MDMA,Stable situation (+-5%),,,
1429,Europe,Western and Central Europe,Czechia,CZE,2020,Hallucinogens,LSD,Stable situation (+-5%),,,
1430,Europe,Western and Central Europe,Czechia,CZE,2020,Hallucinogens,Other hallucinogens,Stable situation (+-5%),,,
1431,Europe,Western and Central Europe,Germany,DEU,2019,Cannabis-type,,Small increase (5-10%),,,
1432,Europe,Western and Central Europe,Germany,DEU,2019,Cannabis-type,Marijuana (herb),Not known,,,
1433,Europe,Western and Central Europe,Germany,DEU,2019,Cannabis-type,Hashish (resin),Not known,,,
1434,Europe,Western and Central Europe,Germany,DEU,2019,Opioids,,Stable situation (+-5%),,,
1435,Europe,Western and Central Europe,Germany,DEU,2019,Opioids,Opium,Not known,,,
1436,Europe,Western and Central Europe,Germany,DEU,2019,Opioids,Heroin,Stable situation (+-5%),,,
1437,Europe,Western and Central Europe,Germany,DEU,2019,Opioids,Pharmaceutical opioids,Not known,,,
1438,Europe,Western and Central Europe,Germany,DEU,2019,Cocaine-type,,Large increase (>10%),,,
1439,Europe,Western and Central Europe,Germany,DEU,2019,Cocaine-type,Cocaine salts,Large increase (>10%),,,
1440,Europe,Western and Central Europe,Germany,DEU,2019,Cocaine-type,Crack,Stable situation (+-5%),,,
1441,Europe,Western and Central Europe,Germany,DEU,2019,ATS,,Stable situation (+-5%),,,
1442,Europe,Western and Central Europe,Germany,DEU,2019,ATS,Amphetamine,Stable situation (+-5%),,,
1443,Europe,Western and Central Europe,Germany,DEU,2019,ATS,Methamphetamine,Stable situation (+-5%),,,
1444,Europe,Western and Central Europe,Germany,DEU,2019,ATS,Ecstasy-type substances,Small increase (5-10%),,,
1445,Europe,Western and Central Europe,Germany,DEU,2019,ATS,Prescription stimulants,Not known,,,
1446,Europe,Western and Central Europe,Germany,DEU,2019,Sedatives and Tranquillizers,,Not known,,,
1447,Europe,Western and Central Europe,Germany,DEU,2019,Sedatives and Tranquillizers,Benzodiazepines,Not known,,,
1448,Europe,Western and Central Europe,Germany,DEU,2019,Sedatives and Tranquillizers,Barbiturates,Not known,,,
1449,Europe,Western and Central Europe,Germany,DEU,2019,Hallucinogens,,Stable situation (+-5%),,,
1450,Europe,Western and Central Europe,Germany,DEU,2019,Hallucinogens,LSD,Stable situation (+-5%),,,
1451,Europe,Western and Central Europe,Germany,DEU,2019,Solvents and Inhallants,Solvents and inhalants,Stable situation (+-5%),,,
1452,Europe,Western and Central Europe,Germany,DEU,2019,Substances not under international control,Other NPS,Stable situation (+-5%),,,
1453,Europe,Western and Central Europe,Germany,DEU,2019,Substances not under international control,Other Plant-based substances,Stable situation (+-5%),,,
1454,Europe,Western and Central Europe,Denmark,DNK,2019,Cannabis-type,Hashish (resin),Small decrease (5-10%),,,
1455,Europe,Western and Central Europe,Denmark,DNK,2019,Opioids,Heroin,Small decrease (5-10%),,,
1456,Europe,Western and Central Europe,Denmark,DNK,2019,Cocaine-type,Cocaine salts,Small increase (5-10%),,,
1457,Europe,Western and Central Europe,Denmark,DNK,2019,ATS,Amphetamine,Stable situation (+-5%),,,
1458,Europe,Western and Central Europe,Denmark,DNK,2019,ATS,Methamphetamine,Not known,,,
1459,Europe,Western and Central Europe,Denmark,DNK,2019,ATS,Ecstasy-type substances,Stable situation (+-5%),,,
1460,Europe,Western and Central Europe,Denmark,DNK,2019,Hallucinogens,LSD,Stable situation (+-5%),,,
1461,Europe,Western and Central Europe,Denmark,DNK,2019,Hallucinogens,Other Hallucinogens,Stable situation (+-5%),,,
1462,Europe,Western and Central Europe,Spain,ESP,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Small increase (5-10%),Small decrease (5-10%),,Small increase (5-10%)
1463,Europe,Western and Central Europe,Spain,ESP,2020,Cannabis-type drugs,Cannabis resin (hashish),Small decrease (5-10%),Small increase (5-10%),Stable situation (+-5%),Small decrease (5-10%)
1464,Europe,Western and Central Europe,Spain,ESP,2020,Cocaine-type drugs,Cocaine hydrochloride,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%)
1465,Europe,Western and Central Europe,Spain,ESP,2020,Cocaine-type drugs,Cocaine-type drugs,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%)
1466,Europe,Western and Central Europe,Spain,ESP,2020,“Ecstasy”-type substances,MDMA,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),Small increase (5-10%)
1467,Europe,Western and Central Europe,Spain,ESP,2020,Cannabis-type drugs,Other types of cannabis products excluding synthetic cannabinoids,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
1468,Europe,Western and Central Europe,Spain,ESP,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),Small increase (5-10%)
1469,Europe,Western and Central Europe,Spain,ESP,2020,Amphetamine-type stimulants,Amphetamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1470,Europe,Western and Central Europe,Spain,ESP,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1471,Europe,Western and Central Europe,Spain,ESP,2020,Any drug,Any drug,Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%),Stable situation (+-5%)
1472,Europe,Western and Central Europe,Spain,ESP,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%),Stable situation (+-5%)
1473,Europe,Western and Central Europe,Spain,ESP,2020,Cannabis-type drugs,Cannabis herb (marijuana),Stable situation (+-5%),Small decrease (5-10%),Small increase (5-10%),Stable situation (+-5%)
1474,Europe,Western and Central Europe,Spain,ESP,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%),Stable situation (+-5%)
1475,Europe,Western and Central Europe,Spain,ESP,2020,"Opioids, including opiates and synthetic opioids",Codeine,Stable situation (+-5%),Stable situation (+-5%),,Stable situation (+-5%)
1476,Europe,Western and Central Europe,Spain,ESP,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1477,Europe,Western and Central Europe,Spain,ESP,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1478,Europe,Western and Central Europe,Spain,ESP,2020,New psychoactive substances,Ketamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1479,Europe,Western and Central Europe,Spain,ESP,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1480,Europe,Western and Central Europe,Spain,ESP,2020,New psychoactive substances,New psychoactive substances,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1481,Europe,Western and Central Europe,Spain,ESP,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1482,Europe,Western and Central Europe,Spain,ESP,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1483,Europe,Western and Central Europe,Spain,ESP,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%),Stable situation (+-5%)
1484,Europe,Western and Central Europe,Spain,ESP,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1485,Europe,Western and Central Europe,Spain,ESP,2020,Amphetamine-type stimulants,Other amphetamine-type stimulants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1486,Europe,Western and Central Europe,Spain,ESP,2020,Hallucinogens,Other hallucinogens,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1487,Europe,Western and Central Europe,Spain,ESP,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Stable situation (+-5%),Stable situation (+-5%),,Stable situation (+-5%)
1488,Europe,Western and Central Europe,Spain,ESP,2020,"Opioids, including opiates and synthetic opioids",Other pharmaceutical opioids,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1489,Europe,Western and Central Europe,Spain,ESP,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Other sedatives and tranquillizers,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1490,Europe,Western and Central Europe,Spain,ESP,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),Small increase (5-10%),Stable situation (+-5%),Stable situation (+-5%)
1491,Europe,Western and Central Europe,Spain,ESP,2020,New psychoactive substances,"Synthetic cannabinoid receptor agonists (""synthetic cannabinoids"")",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1492,Europe,Western and Central Europe,Spain,ESP,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Stable situation (+-5%),Stable situation (+-5%),,Stable situation (+-5%)
1493,Europe,Western and Central Europe,Spain,ESP,2020,Cocaine-type drugs,"“Crack” cocaine, freebase cocaine",Stable situation (+-5%),Small decrease (5-10%),Stable situation (+-5%),Stable situation (+-5%)
1494,Europe,Western and Central Europe,Spain,ESP,2020,Amphetamine-type stimulants,Non-medical use of pharmaceutical products containing amphetamine-type stimulants,,Small increase (5-10%),,
1495,Europe,Western and Central Europe,Estonia,EST,2020,Any drug,Any drug,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1496,Europe,Western and Central Europe,Estonia,EST,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1497,Europe,Western and Central Europe,Estonia,EST,2020,Cannabis-type drugs,Cannabis herb (marijuana),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1498,Europe,Western and Central Europe,Estonia,EST,2020,Cannabis-type drugs,Cannabis resin (hashish),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1499,Europe,Western and Central Europe,Estonia,EST,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1500,Europe,Western and Central Europe,Estonia,EST,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
